filepath,n_samples,channel,samplerate,duration,label,source_file,segment_index,segment_start_sample,segment_end_sample,segment_type,augmentation_index,augmentation_tags,augmentation_group
processed/cat/4-161303-B-5_aug_000_frame_000.wav,32000,mono,16000,2.0,cat,4-161303-B-5.wav,0,0,32000,augmentation_frame,0,bgmix_886|shift_-11774|gain_0.32db|noise_0.0151,4-161303-B-5_aug_000
processed/cat/4-161303-B-5_aug_000_frame_001.wav,32000,mono,16000,2.0,cat,4-161303-B-5.wav,1,32000,64000,augmentation_frame,0,bgmix_886|shift_-11774|gain_0.32db|noise_0.0151,4-161303-B-5_aug_000
processed/cat/4-161303-B-5_aug_000_frame_002.wav,32000,mono,16000,2.0,cat,4-161303-B-5.wav,2,64000,80000,augmentation_frame,0,bgmix_886|shift_-11774|gain_0.32db|noise_0.0151,4-161303-B-5_aug_000
processed/cat/4-161303-B-5_aug_001_frame_000.wav,32000,mono,16000,2.0,cat,4-161303-B-5.wav,0,0,32000,augmentation_frame,1,bgmix_862|shift_5019|gain_-1.28db,4-161303-B-5_aug_001
processed/cat/4-161303-B-5_aug_001_frame_001.wav,32000,mono,16000,2.0,cat,4-161303-B-5.wav,1,32000,64000,augmentation_frame,1,bgmix_862|shift_5019|gain_-1.28db,4-161303-B-5_aug_001
processed/cat/4-161303-B-5_aug_001_frame_002.wav,32000,mono,16000,2.0,cat,4-161303-B-5.wav,2,64000,80000,augmentation_frame,1,bgmix_862|shift_5019|gain_-1.28db,4-161303-B-5_aug_001
processed/cat/4-149940-B-5_frame_000.wav,32000,mono,16000,2.0,cat,4-149940-B-5.wav,0,0,32000,training_frame,,,
processed/cat/4-149940-B-5_frame_001.wav,32000,mono,16000,2.0,cat,4-149940-B-5.wav,1,32000,64000,training_frame,,,
processed/cat/4-149940-B-5_frame_002.wav,32000,mono,16000,2.0,cat,4-149940-B-5.wav,2,64000,80000,training_frame,,,
processed/cat/4-149940-B-5_aug_000_frame_000.wav,32000,mono,16000,2.0,cat,4-149940-B-5.wav,0,0,32000,augmentation_frame,0,bgmix_903|shift_4568|gain_4.01db|noise_0.0272,4-149940-B-5_aug_000
processed/cat/4-149940-B-5_aug_000_frame_001.wav,32000,mono,16000,2.0,cat,4-149940-B-5.wav,1,32000,64000,augmentation_frame,0,bgmix_903|shift_4568|gain_4.01db|noise_0.0272,4-149940-B-5_aug_000
processed/cat/4-149940-B-5_aug_000_frame_002.wav,32000,mono,16000,2.0,cat,4-149940-B-5.wav,2,64000,80000,augmentation_frame,0,bgmix_903|shift_4568|gain_4.01db|noise_0.0272,4-149940-B-5_aug_000
processed/cat/4-149940-B-5_aug_001_frame_000.wav,32000,mono,16000,2.0,cat,4-149940-B-5.wav,0,0,32000,augmentation_frame,1,bgmix_773|shift_-1774|gain_0.21db|noise_0.0214,4-149940-B-5_aug_001
processed/cat/4-149940-B-5_aug_001_frame_001.wav,32000,mono,16000,2.0,cat,4-149940-B-5.wav,1,32000,64000,augmentation_frame,1,bgmix_773|shift_-1774|gain_0.21db|noise_0.0214,4-149940-B-5_aug_001
processed/cat/4-149940-B-5_aug_001_frame_002.wav,32000,mono,16000,2.0,cat,4-149940-B-5.wav,2,64000,80000,augmentation_frame,1,bgmix_773|shift_-1774|gain_0.21db|noise_0.0214,4-149940-B-5_aug_001
processed/cat/1-47819-C-5_frame_000.wav,32000,mono,16000,2.0,cat,1-47819-C-5.wav,0,0,32000,training_frame,,,
processed/cat/1-47819-C-5_frame_001.wav,32000,mono,16000,2.0,cat,1-47819-C-5.wav,1,32000,64000,training_frame,,,
processed/cat/1-47819-C-5_frame_002.wav,32000,mono,16000,2.0,cat,1-47819-C-5.wav,2,64000,80000,training_frame,,,
processed/cat/1-47819-C-5_aug_000_frame_000.wav,32000,mono,16000,2.0,cat,1-47819-C-5.wav,0,0,32000,augmentation_frame,0,bgmix_897|shift_-8239|gain_3.43db|noise_0.0154,1-47819-C-5_aug_000
processed/cat/1-47819-C-5_aug_000_frame_001.wav,32000,mono,16000,2.0,cat,1-47819-C-5.wav,1,32000,64000,augmentation_frame,0,bgmix_897|shift_-8239|gain_3.43db|noise_0.0154,1-47819-C-5_aug_000
processed/cat/1-47819-C-5_aug_000_frame_002.wav,32000,mono,16000,2.0,cat,1-47819-C-5.wav,2,64000,80000,augmentation_frame,0,bgmix_897|shift_-8239|gain_3.43db|noise_0.0154,1-47819-C-5_aug_000
processed/cat/1-47819-C-5_aug_001_frame_000.wav,32000,mono,16000,2.0,cat,1-47819-C-5.wav,0,0,32000,augmentation_frame,1,bgmix_802|shift_6142|gain_5.19db|noise_0.0184,1-47819-C-5_aug_001
processed/cat/1-47819-C-5_aug_001_frame_001.wav,32000,mono,16000,2.0,cat,1-47819-C-5.wav,1,32000,64000,augmentation_frame,1,bgmix_802|shift_6142|gain_5.19db|noise_0.0184,1-47819-C-5_aug_001
processed/cat/1-47819-C-5_aug_001_frame_002.wav,32000,mono,16000,2.0,cat,1-47819-C-5.wav,2,64000,80000,augmentation_frame,1,bgmix_802|shift_6142|gain_5.19db|noise_0.0184,1-47819-C-5_aug_001
processed/cat/2-69131-A-5_frame_000.wav,32000,mono,16000,2.0,cat,2-69131-A-5.wav,0,0,32000,training_frame,,,
processed/cat/2-69131-A-5_frame_001.wav,32000,mono,16000,2.0,cat,2-69131-A-5.wav,1,32000,64000,training_frame,,,
processed/cat/2-69131-A-5_frame_002.wav,32000,mono,16000,2.0,cat,2-69131-A-5.wav,2,64000,80000,training_frame,,,
processed/cat/2-69131-A-5_aug_000_frame_000.wav,32000,mono,16000,2.0,cat,2-69131-A-5.wav,0,0,32000,augmentation_frame,0,bgmix_784|shift_-14615|gain_1.28db,2-69131-A-5_aug_000
processed/cat/2-69131-A-5_aug_000_frame_001.wav,32000,mono,16000,2.0,cat,2-69131-A-5.wav,1,32000,64000,augmentation_frame,0,bgmix_784|shift_-14615|gain_1.28db,2-69131-A-5_aug_000
processed/cat/2-69131-A-5_aug_000_frame_002.wav,32000,mono,16000,2.0,cat,2-69131-A-5.wav,2,64000,80000,augmentation_frame,0,bgmix_784|shift_-14615|gain_1.28db,2-69131-A-5_aug_000
processed/cat/2-69131-A-5_aug_001_frame_000.wav,32000,mono,16000,2.0,cat,2-69131-A-5.wav,0,0,32000,augmentation_frame,1,bgmix_801|shift_-1099|gain_-4.58db,2-69131-A-5_aug_001
processed/cat/2-69131-A-5_aug_001_frame_001.wav,32000,mono,16000,2.0,cat,2-69131-A-5.wav,1,32000,64000,augmentation_frame,1,bgmix_801|shift_-1099|gain_-4.58db,2-69131-A-5_aug_001
processed/cat/2-69131-A-5_aug_001_frame_002.wav,32000,mono,16000,2.0,cat,2-69131-A-5.wav,2,64000,80000,augmentation_frame,1,bgmix_801|shift_-1099|gain_-4.58db,2-69131-A-5_aug_001
processed/cat/5-256452-A-5_frame_000.wav,32000,mono,16000,2.0,cat,5-256452-A-5.wav,0,0,32000,training_frame,,,
processed/cat/5-256452-A-5_frame_001.wav,32000,mono,16000,2.0,cat,5-256452-A-5.wav,1,32000,64000,training_frame,,,
processed/cat/5-256452-A-5_frame_002.wav,32000,mono,16000,2.0,cat,5-256452-A-5.wav,2,64000,80000,training_frame,,,
processed/cat/5-256452-A-5_aug_000_frame_000.wav,32000,mono,16000,2.0,cat,5-256452-A-5.wav,0,0,32000,augmentation_frame,0,bgmix_853|shift_4287|gain_1.39db,5-256452-A-5_aug_000
processed/cat/5-256452-A-5_aug_000_frame_001.wav,32000,mono,16000,2.0,cat,5-256452-A-5.wav,1,32000,64000,augmentation_frame,0,bgmix_853|shift_4287|gain_1.39db,5-256452-A-5_aug_000
processed/cat/5-256452-A-5_aug_000_frame_002.wav,32000,mono,16000,2.0,cat,5-256452-A-5.wav,2,64000,80000,augmentation_frame,0,bgmix_853|shift_4287|gain_1.39db,5-256452-A-5_aug_000
processed/cat/5-256452-A-5_aug_001_frame_000.wav,32000,mono,16000,2.0,cat,5-256452-A-5.wav,0,0,32000,augmentation_frame,1,bgmix_847|shift_8589|gain_5.67db|noise_0.0290,5-256452-A-5_aug_001
processed/cat/5-256452-A-5_aug_001_frame_001.wav,32000,mono,16000,2.0,cat,5-256452-A-5.wav,1,32000,64000,augmentation_frame,1,bgmix_847|shift_8589|gain_5.67db|noise_0.0290,5-256452-A-5_aug_001
processed/cat/5-256452-A-5_aug_001_frame_002.wav,32000,mono,16000,2.0,cat,5-256452-A-5.wav,2,64000,80000,augmentation_frame,1,bgmix_847|shift_8589|gain_5.67db|noise_0.0290,5-256452-A-5_aug_001
processed/cat/5-172639-A-5_frame_000.wav,32000,mono,16000,2.0,cat,5-172639-A-5.wav,0,0,32000,training_frame,,,
processed/cat/5-172639-A-5_frame_001.wav,32000,mono,16000,2.0,cat,5-172639-A-5.wav,1,32000,64000,training_frame,,,
processed/cat/5-172639-A-5_frame_002.wav,32000,mono,16000,2.0,cat,5-172639-A-5.wav,2,64000,80000,training_frame,,,
processed/cat/5-172639-A-5_aug_000_frame_000.wav,32000,mono,16000,2.0,cat,5-172639-A-5.wav,0,0,32000,augmentation_frame,0,bgmix_872|shift_-10114|gain_4.01db,5-172639-A-5_aug_000
processed/cat/5-172639-A-5_aug_000_frame_001.wav,32000,mono,16000,2.0,cat,5-172639-A-5.wav,1,32000,64000,augmentation_frame,0,bgmix_872|shift_-10114|gain_4.01db,5-172639-A-5_aug_000
processed/cat/5-172639-A-5_aug_000_frame_002.wav,32000,mono,16000,2.0,cat,5-172639-A-5.wav,2,64000,80000,augmentation_frame,0,bgmix_872|shift_-10114|gain_4.01db,5-172639-A-5_aug_000
processed/cat/5-172639-A-5_aug_001_frame_000.wav,32000,mono,16000,2.0,cat,5-172639-A-5.wav,0,0,32000,augmentation_frame,1,bgmix_817|shift_7277|gain_3.62db|noise_0.0203,5-172639-A-5_aug_001
processed/cat/5-172639-A-5_aug_001_frame_001.wav,32000,mono,16000,2.0,cat,5-172639-A-5.wav,1,32000,64000,augmentation_frame,1,bgmix_817|shift_7277|gain_3.62db|noise_0.0203,5-172639-A-5_aug_001
processed/cat/5-172639-A-5_aug_001_frame_002.wav,32000,mono,16000,2.0,cat,5-172639-A-5.wav,2,64000,80000,augmentation_frame,1,bgmix_817|shift_7277|gain_3.62db|noise_0.0203,5-172639-A-5_aug_001
processed/cat/3-95698-A-5_frame_000.wav,32000,mono,16000,2.0,cat,3-95698-A-5.wav,0,0,32000,training_frame,,,
processed/cat/3-95698-A-5_frame_001.wav,32000,mono,16000,2.0,cat,3-95698-A-5.wav,1,32000,64000,training_frame,,,
processed/cat/3-95698-A-5_frame_002.wav,32000,mono,16000,2.0,cat,3-95698-A-5.wav,2,64000,80000,training_frame,,,
processed/cat/3-95698-A-5_aug_000_frame_000.wav,32000,mono,16000,2.0,cat,3-95698-A-5.wav,0,0,32000,augmentation_frame,0,bgmix_855|shift_-689|gain_-5.51db,3-95698-A-5_aug_000
processed/cat/3-95698-A-5_aug_000_frame_001.wav,32000,mono,16000,2.0,cat,3-95698-A-5.wav,1,32000,64000,augmentation_frame,0,bgmix_855|shift_-689|gain_-5.51db,3-95698-A-5_aug_000
processed/cat/3-95698-A-5_aug_000_frame_002.wav,32000,mono,16000,2.0,cat,3-95698-A-5.wav,2,64000,80000,augmentation_frame,0,bgmix_855|shift_-689|gain_-5.51db,3-95698-A-5_aug_000
processed/cat/3-95698-A-5_aug_001_frame_000.wav,32000,mono,16000,2.0,cat,3-95698-A-5.wav,0,0,32000,augmentation_frame,1,bgmix_863|shift_-4433|gain_2.33db|noise_0.0122,3-95698-A-5_aug_001
processed/cat/3-95698-A-5_aug_001_frame_001.wav,32000,mono,16000,2.0,cat,3-95698-A-5.wav,1,32000,64000,augmentation_frame,1,bgmix_863|shift_-4433|gain_2.33db|noise_0.0122,3-95698-A-5_aug_001
processed/cat/3-95698-A-5_aug_001_frame_002.wav,32000,mono,16000,2.0,cat,3-95698-A-5.wav,2,64000,80000,augmentation_frame,1,bgmix_863|shift_-4433|gain_2.33db|noise_0.0122,3-95698-A-5_aug_001
processed/cat/1-47819-B-5_frame_000.wav,32000,mono,16000,2.0,cat,1-47819-B-5.wav,0,0,32000,training_frame,,,
processed/cat/1-47819-B-5_frame_001.wav,32000,mono,16000,2.0,cat,1-47819-B-5.wav,1,32000,64000,training_frame,,,
processed/cat/1-47819-B-5_frame_002.wav,32000,mono,16000,2.0,cat,1-47819-B-5.wav,2,64000,80000,training_frame,,,
processed/cat/1-47819-B-5_aug_000_frame_000.wav,32000,mono,16000,2.0,cat,1-47819-B-5.wav,0,0,32000,augmentation_frame,0,bgmix_869|shift_10079|gain_-4.74db,1-47819-B-5_aug_000
processed/cat/1-47819-B-5_aug_000_frame_001.wav,32000,mono,16000,2.0,cat,1-47819-B-5.wav,1,32000,64000,augmentation_frame,0,bgmix_869|shift_10079|gain_-4.74db,1-47819-B-5_aug_000
processed/cat/1-47819-B-5_aug_000_frame_002.wav,32000,mono,16000,2.0,cat,1-47819-B-5.wav,2,64000,80000,augmentation_frame,0,bgmix_869|shift_10079|gain_-4.74db,1-47819-B-5_aug_000
processed/cat/1-47819-B-5_aug_001_frame_000.wav,32000,mono,16000,2.0,cat,1-47819-B-5.wav,0,0,32000,augmentation_frame,1,bgmix_777|shift_-1803|gain_-4.79db,1-47819-B-5_aug_001
processed/cat/1-47819-B-5_aug_001_frame_001.wav,32000,mono,16000,2.0,cat,1-47819-B-5.wav,1,32000,64000,augmentation_frame,1,bgmix_777|shift_-1803|gain_-4.79db,1-47819-B-5_aug_001
processed/cat/1-47819-B-5_aug_001_frame_002.wav,32000,mono,16000,2.0,cat,1-47819-B-5.wav,2,64000,80000,augmentation_frame,1,bgmix_777|shift_-1803|gain_-4.79db,1-47819-B-5_aug_001
processed/cat/4-161303-A-5_frame_000.wav,32000,mono,16000,2.0,cat,4-161303-A-5.wav,0,0,32000,training_frame,,,
processed/cat/4-161303-A-5_frame_001.wav,32000,mono,16000,2.0,cat,4-161303-A-5.wav,1,32000,64000,training_frame,,,
processed/cat/4-161303-A-5_frame_002.wav,32000,mono,16000,2.0,cat,4-161303-A-5.wav,2,64000,80000,training_frame,,,
processed/cat/4-161303-A-5_aug_000_frame_000.wav,32000,mono,16000,2.0,cat,4-161303-A-5.wav,0,0,32000,augmentation_frame,0,bgmix_761|shift_14126|gain_4.40db,4-161303-A-5_aug_000
processed/cat/4-161303-A-5_aug_000_frame_001.wav,32000,mono,16000,2.0,cat,4-161303-A-5.wav,1,32000,64000,augmentation_frame,0,bgmix_761|shift_14126|gain_4.40db,4-161303-A-5_aug_000
processed/cat/4-161303-A-5_aug_000_frame_002.wav,32000,mono,16000,2.0,cat,4-161303-A-5.wav,2,64000,80000,augmentation_frame,0,bgmix_761|shift_14126|gain_4.40db,4-161303-A-5_aug_000
processed/cat/4-161303-A-5_aug_001_frame_000.wav,32000,mono,16000,2.0,cat,4-161303-A-5.wav,0,0,32000,augmentation_frame,1,bgmix_840|shift_9015|gain_-0.91db,4-161303-A-5_aug_001
processed/cat/4-161303-A-5_aug_001_frame_001.wav,32000,mono,16000,2.0,cat,4-161303-A-5.wav,1,32000,64000,augmentation_frame,1,bgmix_840|shift_9015|gain_-0.91db,4-161303-A-5_aug_001
processed/cat/4-161303-A-5_aug_001_frame_002.wav,32000,mono,16000,2.0,cat,4-161303-A-5.wav,2,64000,80000,augmentation_frame,1,bgmix_840|shift_9015|gain_-0.91db,4-161303-A-5_aug_001
processed/cat/5-214759-A-5_frame_000.wav,32000,mono,16000,2.0,cat,5-214759-A-5.wav,0,0,32000,training_frame,,,
processed/cat/5-214759-A-5_frame_001.wav,32000,mono,16000,2.0,cat,5-214759-A-5.wav,1,32000,64000,training_frame,,,
processed/cat/5-214759-A-5_frame_002.wav,32000,mono,16000,2.0,cat,5-214759-A-5.wav,2,64000,80000,training_frame,,,
processed/cat/5-214759-A-5_aug_000_frame_000.wav,32000,mono,16000,2.0,cat,5-214759-A-5.wav,0,0,32000,augmentation_frame,0,bgmix_884|shift_8614|gain_-4.55db|noise_0.0282,5-214759-A-5_aug_000
processed/cat/5-214759-A-5_aug_000_frame_001.wav,32000,mono,16000,2.0,cat,5-214759-A-5.wav,1,32000,64000,augmentation_frame,0,bgmix_884|shift_8614|gain_-4.55db|noise_0.0282,5-214759-A-5_aug_000
processed/cat/5-214759-A-5_aug_000_frame_002.wav,32000,mono,16000,2.0,cat,5-214759-A-5.wav,2,64000,80000,augmentation_frame,0,bgmix_884|shift_8614|gain_-4.55db|noise_0.0282,5-214759-A-5_aug_000
processed/cat/5-214759-A-5_aug_001_frame_000.wav,32000,mono,16000,2.0,cat,5-214759-A-5.wav,0,0,32000,augmentation_frame,1,bgmix_886|shift_-8360|gain_-1.95db|noise_0.0292,5-214759-A-5_aug_001
processed/cat/5-214759-A-5_aug_001_frame_001.wav,32000,mono,16000,2.0,cat,5-214759-A-5.wav,1,32000,64000,augmentation_frame,1,bgmix_886|shift_-8360|gain_-1.95db|noise_0.0292,5-214759-A-5_aug_001
processed/cat/5-214759-A-5_aug_001_frame_002.wav,32000,mono,16000,2.0,cat,5-214759-A-5.wav,2,64000,80000,augmentation_frame,1,bgmix_886|shift_-8360|gain_-1.95db|noise_0.0292,5-214759-A-5_aug_001
processed/cat/5-259169-A-5_frame_000.wav,32000,mono,16000,2.0,cat,5-259169-A-5.wav,0,0,32000,training_frame,,,
processed/cat/5-259169-A-5_frame_001.wav,32000,mono,16000,2.0,cat,5-259169-A-5.wav,1,32000,64000,training_frame,,,
processed/cat/5-259169-A-5_frame_002.wav,32000,mono,16000,2.0,cat,5-259169-A-5.wav,2,64000,80000,training_frame,,,
processed/cat/5-259169-A-5_aug_000_frame_000.wav,32000,mono,16000,2.0,cat,5-259169-A-5.wav,0,0,32000,augmentation_frame,0,bgmix_814|shift_4415|gain_-0.09db|noise_0.0233,5-259169-A-5_aug_000
processed/cat/5-259169-A-5_aug_000_frame_001.wav,32000,mono,16000,2.0,cat,5-259169-A-5.wav,1,32000,64000,augmentation_frame,0,bgmix_814|shift_4415|gain_-0.09db|noise_0.0233,5-259169-A-5_aug_000
processed/cat/5-259169-A-5_aug_000_frame_002.wav,32000,mono,16000,2.0,cat,5-259169-A-5.wav,2,64000,80000,augmentation_frame,0,bgmix_814|shift_4415|gain_-0.09db|noise_0.0233,5-259169-A-5_aug_000
processed/cat/5-259169-A-5_aug_001_frame_000.wav,32000,mono,16000,2.0,cat,5-259169-A-5.wav,0,0,32000,augmentation_frame,1,bgmix_870|shift_6429|gain_1.11db|noise_0.0201,5-259169-A-5_aug_001
processed/cat/5-259169-A-5_aug_001_frame_001.wav,32000,mono,16000,2.0,cat,5-259169-A-5.wav,1,32000,64000,augmentation_frame,1,bgmix_870|shift_6429|gain_1.11db|noise_0.0201,5-259169-A-5_aug_001
processed/cat/5-259169-A-5_aug_001_frame_002.wav,32000,mono,16000,2.0,cat,5-259169-A-5.wav,2,64000,80000,augmentation_frame,1,bgmix_870|shift_6429|gain_1.11db|noise_0.0201,5-259169-A-5_aug_001
processed/cat/4-149940-A-5_frame_000.wav,32000,mono,16000,2.0,cat,4-149940-A-5.wav,0,0,32000,training_frame,,,
processed/cat/4-149940-A-5_frame_001.wav,32000,mono,16000,2.0,cat,4-149940-A-5.wav,1,32000,64000,training_frame,,,
processed/cat/4-149940-A-5_frame_002.wav,32000,mono,16000,2.0,cat,4-149940-A-5.wav,2,64000,80000,training_frame,,,
processed/cat/4-149940-A-5_aug_000_frame_000.wav,32000,mono,16000,2.0,cat,4-149940-A-5.wav,0,0,32000,augmentation_frame,0,bgmix_907|shift_-11554|gain_-3.16db,4-149940-A-5_aug_000
processed/cat/4-149940-A-5_aug_000_frame_001.wav,32000,mono,16000,2.0,cat,4-149940-A-5.wav,1,32000,64000,augmentation_frame,0,bgmix_907|shift_-11554|gain_-3.16db,4-149940-A-5_aug_000
processed/cat/4-149940-A-5_aug_000_frame_002.wav,32000,mono,16000,2.0,cat,4-149940-A-5.wav,2,64000,80000,augmentation_frame,0,bgmix_907|shift_-11554|gain_-3.16db,4-149940-A-5_aug_000
processed/cat/4-149940-A-5_aug_001_frame_000.wav,32000,mono,16000,2.0,cat,4-149940-A-5.wav,0,0,32000,augmentation_frame,1,bgmix_885|shift_-7475|gain_1.88db|noise_0.0140,4-149940-A-5_aug_001
processed/cat/4-149940-A-5_aug_001_frame_001.wav,32000,mono,16000,2.0,cat,4-149940-A-5.wav,1,32000,64000,augmentation_frame,1,bgmix_885|shift_-7475|gain_1.88db|noise_0.0140,4-149940-A-5_aug_001
processed/cat/4-149940-A-5_aug_001_frame_002.wav,32000,mono,16000,2.0,cat,4-149940-A-5.wav,2,64000,80000,augmentation_frame,1,bgmix_885|shift_-7475|gain_1.88db|noise_0.0140,4-149940-A-5_aug_001
processed/cat/3-146965-A-5_frame_000.wav,32000,mono,16000,2.0,cat,3-146965-A-5.wav,0,0,32000,training_frame,,,
processed/cat/3-146965-A-5_frame_001.wav,32000,mono,16000,2.0,cat,3-146965-A-5.wav,1,32000,64000,training_frame,,,
processed/cat/3-146965-A-5_frame_002.wav,32000,mono,16000,2.0,cat,3-146965-A-5.wav,2,64000,80000,training_frame,,,
processed/cat/3-146965-A-5_aug_000_frame_000.wav,32000,mono,16000,2.0,cat,3-146965-A-5.wav,0,0,32000,augmentation_frame,0,bgmix_901|shift_14562|gain_-3.32db,3-146965-A-5_aug_000
processed/cat/3-146965-A-5_aug_000_frame_001.wav,32000,mono,16000,2.0,cat,3-146965-A-5.wav,1,32000,64000,augmentation_frame,0,bgmix_901|shift_14562|gain_-3.32db,3-146965-A-5_aug_000
processed/cat/3-146965-A-5_aug_000_frame_002.wav,32000,mono,16000,2.0,cat,3-146965-A-5.wav,2,64000,80000,augmentation_frame,0,bgmix_901|shift_14562|gain_-3.32db,3-146965-A-5_aug_000
processed/cat/3-146965-A-5_aug_001_frame_000.wav,32000,mono,16000,2.0,cat,3-146965-A-5.wav,0,0,32000,augmentation_frame,1,bgmix_877|shift_7890|gain_4.91db|noise_0.0277,3-146965-A-5_aug_001
processed/cat/3-146965-A-5_aug_001_frame_001.wav,32000,mono,16000,2.0,cat,3-146965-A-5.wav,1,32000,64000,augmentation_frame,1,bgmix_877|shift_7890|gain_4.91db|noise_0.0277,3-146965-A-5_aug_001
processed/cat/3-146965-A-5_aug_001_frame_002.wav,32000,mono,16000,2.0,cat,3-146965-A-5.wav,2,64000,80000,augmentation_frame,1,bgmix_877|shift_7890|gain_4.91db|noise_0.0277,3-146965-A-5_aug_001
processed/cat/2-69131-B-5_frame_000.wav,32000,mono,16000,2.0,cat,2-69131-B-5.wav,0,0,32000,training_frame,,,
processed/cat/2-69131-B-5_frame_001.wav,32000,mono,16000,2.0,cat,2-69131-B-5.wav,1,32000,64000,training_frame,,,
processed/cat/2-69131-B-5_frame_002.wav,32000,mono,16000,2.0,cat,2-69131-B-5.wav,2,64000,80000,training_frame,,,
processed/cat/2-69131-B-5_aug_000_frame_000.wav,32000,mono,16000,2.0,cat,2-69131-B-5.wav,0,0,32000,augmentation_frame,0,bgmix_818|shift_-2127|gain_1.40db,2-69131-B-5_aug_000
processed/cat/2-69131-B-5_aug_000_frame_001.wav,32000,mono,16000,2.0,cat,2-69131-B-5.wav,1,32000,64000,augmentation_frame,0,bgmix_818|shift_-2127|gain_1.40db,2-69131-B-5_aug_000
processed/cat/2-69131-B-5_aug_000_frame_002.wav,32000,mono,16000,2.0,cat,2-69131-B-5.wav,2,64000,80000,augmentation_frame,0,bgmix_818|shift_-2127|gain_1.40db,2-69131-B-5_aug_000
